Timestamp,Username,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
2025/03/27 6:52:47 PM GMT+8,nan.ahmed676@gmail.com,23,Female,Non-Malaysian,"RM4,851 - RM7,100",10,D,B,B+,B,E,B,None,None,C,G,B+,A+ / A,8.5,Leadership roles,3.92,3.84,Economics / Public Policy,No
2025/03/27 6:52:47 PM GMT+8,musa.takahashi996@gmail.com,21,Female,Malaysian,"RM10,971 - RM15,040",9,B+,A-,D,A-,None,C,A-,G,C+,D,None,D,8.5,national/state awards,3.6,3.97,Science & Mathematics,Yes
2025/03/27 6:52:47 PM GMT+8,peng.yamazaki@gmail.com,22,Female,Malaysian,"RM4,851 - RM7,100",9,C+,B,A-,A-,C+,A-,A+ / A,C+,B,E,B+,A+ / A,8.7,national/state awards,3.92,3.69,Computer Science & Information Technology,No
2025/03/27 6:52:47 PM GMT+8,somnuek.feldman@gmail.com,21,Male,Malaysian,"RM7,101 - RM10,970",10,A+ / A,E,A-,A-,G,B+,A-,B+,D,E,B,D,8.7,national/state awards,3.67,3.84,Computer Science & Information Technology,Yes
2025/03/27 6:52:47 PM GMT+8,bernd_buthelezi@gmail.com,21,Male,Malaysian,"Below RM4,850",10,E,E,G,A-,E,B,B+,G,G,A-,B+,E,7.5,Leadership roles,3.55,3.69,Actuarial Science / Statistics,Yes
2025/03/27 6:52:47 PM GMT+8,yan.mhamid@gmail.com,21,Male,Malaysian,"RM10,971 - RM15,040",10,B,D,C,C+,None,B+,B+,G,E,D,G,D,8.5,Leadership roles,3.67,3.84,Computer Science & Information Technology,No
2025/03/27 6:52:47 PM GMT+8,thabo.owino517@gmail.com,22,Female,Malaysian,"RM4,851 - RM7,100",10,C+,E,D,C+,G,B,C+,B,None,B+,E,B,8.7,national/state awards,3.75,3.69,Accounting,Yes
2025/03/27 6:52:47 PM GMT+8,yoko-yu@gmail.com,Others,Female,Non-Malaysian,"RM4,851 - RM7,100",8,C,C+,B+,B+,C+,B+,A+ / A,G,A+ / A,A+ / A,A-,A+ / A,8.5,national/state awards,3.67,3.75,Computer Science & Information Technology,No
2025/03/27 6:52:47 PM GMT+8,sri_maina347@gmail.com,22,Female,Non-Malaysian,"RM10,971 - RM15,040",10,B,C,C,B,None,C,B+,E,A-,B,G,D,8.7,national/state awards,3.8,3.58,Computer Science & Information Technology,Yes
2025/03/27 6:52:47 PM GMT+8,hiroshi-walters881@gmail.com,20,Male,Malaysian,"RM7,101 - RM10,970",8,A-,G,G,B+,A-,C,C,C,D,A-,None,G,6.2,Leadership roles,3.75,3.58,Law / Legal Studies,Yes
2025/03/27 6:52:47 PM GMT+8,rita.dudek75@gmail.com,Others,Male,Malaysian,"Below RM4,850",10,A-,A-,C,D,E,E,D,A+ / A,A+ / A,D,C+,B+,6.2,Leadership roles,3.92,3.75,Science & Mathematics,Yes
2025/03/27 6:52:47 PM GMT+8,birgir+rungrueang264@gmail.com,22,Female,Malaysian,"RM4,851 - RM7,100",8,C+,G,C,C+,B,D,E,C,G,C,B,A-,8.5,Leadership roles,3.8,3.69,"Business, Management & Finance",Yes
2025/03/27 6:52:47 PM GMT+8,urai+tomaszewski@gmail.com,21,Female,Non-Malaysian,"Below RM4,850",9,C,A+ / A,D,D,B+,C+,C+,G,B,G,None,A-,6.2,national/state awards,3.8,3.84,Computer Science & Information Technology,No
2025/03/27 6:52:48 PM GMT+8,jean-kaur@gmail.com,23,Male,Non-Malaysian,"RM10,971 - RM15,040",9,E,B,G,C+,E,D,A+ / A,B+,A+ / A,E,D,B,7.5,national/state awards,3.55,3.97,Others,No
2025/03/27 6:52:48 PM GMT+8,margaret_santos@gmail.com,23,Male,Non-Malaysian,"Below RM4,850",10,B,B,B+,D,B+,A-,D,D,E,A-,A+ / A,C,7,national/state awards,3.92,3.75,Others,Yes
2025/03/27 6:52:48 PM GMT+8,yuriy-bai@gmail.com,Others,Female,Non-Malaysian,"RM7,101 - RM10,970",9,A-,B+,D,B,C+,C+,G,C,A-,C,B,A-,8.5,national/state awards,3.55,3.69,Law / Legal Studies,No
2025/03/27 6:52:48 PM GMT+8,rakesh_murakami@gmail.com,Others,Female,Malaysian,"RM7,101 - RM10,970",8,D,C,B+,E,G,A-,G,D,C+,B+,D,B+,8.5,national/state awards,3.92,3.69,Computer Science & Information Technology,Yes
2025/03/27 6:52:48 PM GMT+8,sunthon.yamazaki@gmail.com,23,Male,Malaysian,"Above RM15,040",9,C,B,D,C,B,G,D,None,C,D,C,A-,8.5,Leadership roles,3.92,3.97,Others,Yes
2025/04/21 11:57:27 AM GMT+8,,22,Female,Malaysian,"Below RM4,850",9,A+,A,A,A+,None,A,A-,A-,A-,A-,None,None,8,None,3.9,4,Others,No
2025/04/21 12:03:50 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",9,A+,A+,A+,A+,A+,None,A,A-,A-,A-,None,None,8,Gold Medalist in Chess Tournament MRSM 2019,3.56,3.96,Computer Science & Information Technology,Yes
2025/04/21 12:09:01 PM GMT+8,,21,Female,Malaysian,"RM4,851 - RM7,100",9,A+,A-,A+,A+,A,None,A-,A-,B+,None,A,None,7,"-NRDP Rugby Tournament (National Level)
-NRDP Rugby Tournament (National Level)
-Vice President of Hockey Club
-Class representative for 2 consecutive years 
; Secretary for Innovation Club",3.3,3.85,Accounting,No
2025/04/21 12:10:26 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",9,A,C+,B+,A,A,None,None,None,None,None,None,None,5,"; Bronze Tilawah Al-Quran
; Gold Imam Remaja Sekolah
; Head of Prefect
; Bronze Chess
; Top 10 Imam Remaja Daerah",3.05,3.2,Computer Science & Information Technology,No
2025/04/21 12:12:11 PM GMT+8,,Others,Male,Malaysian,"Below RM4,850",9,A,A,A,A,A,None,E,C,D,C+,None,None,10,";International Rugby Carnival
-MC Arabic Inter SBP
-Johan Plate MSSJ Rugby
-MC debate Junior SBP
-Timbalan Pengerusi Badan Dakwah dan Kerohanian SMS Batu Pahat",3.33,3.3,Computer Science & Information Technology,No
2025/04/21 12:13:45 PM GMT+8,,23,Male,Malaysian,"Below RM4,850",9,A,A,A,A,A,None,A-,A-,A,None,None,None,5,; Lans Koperal Tunas Kadet Remaja Sekolah,3.5,3.74,Computer Science & Information Technology,Yes
2025/04/21 12:22:52 PM GMT+8,,22,Female,Malaysian,"Above RM15,040",9,A+,A,A+,A+,A,None,B,A,A-,A-,None,None,10,"; Director of UM Lex Act 23/24
; Legal Affairs Adv8 Fellow
; Head of Librarian 2020
; Head of Technical & Multimedia of Open World Learning Volunteer
; Vice President of Innovation Club 2019
",4,3.61,Law / Legal Studies,No
2025/04/21 12:27:32 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",11,B+,B+,B+,A,None,B+,C+,B,A-,B+,None,None,6,None,3.24,3.5,Science & Mathematics,Yes
2025/04/21 12:29:24 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",9,B+,C+,A-,A,A-,None,E,C+,E,None,None,None,5,-,3.54,3.51,Computer Science & Information Technology,No
2025/04/21 12:30:01 PM GMT+8,,Others,Male,Malaysian,"Below RM4,850",11,A,A,C,A,None,None,C,B,C,C,None,None,5,_,3.52,3.55,Computer Science & Information Technology,No
2025/04/21 12:32:18 PM GMT+8,,23,Male,Malaysian,"Below RM4,850",9,A,A-,A,A,A,None,A-,B+,C+,B,None,None,8,"; silver best sbp in 7th international team kusess championship
; gold in best under rating 1100 7th international kusess team championship
; gold in best under rating 1100 6th international chess championship
; top 4 team in chess karisma 2024
; anugerah insan terbilang negeri sembilan 2018 (antarabangsa)",3.62,3.32,Computer Science & Information Technology,No
2025/04/21 12:33:14 PM GMT+8,,21,Female,Malaysian,"RM4,851 - RM7,100",9,A-,A-,B+,A,A-,None,None,None,None,None,None,B,9,"; President of school's hockey club (2 conservative years)
; Finalist of MyTigerValue Maybank Competition year 2022
; 3rd Place of International WAU Design Competition in World Kites Festival 2023
; Captain of school's softball team
; School's debate team leader",3.6,3.8,Others,No
2025/04/21 12:34:41 PM GMT+8,,23,Female,Malaysian,"Below RM4,850",9,A,A,A,A,A+,None,E,C,C,C,None,None,7.98,MSU National Infohunt 2019,3.79,3.49,Computer Science & Information Technology,No
2025/04/21 12:36:42 PM GMT+8,,22,Female,Malaysian,"Below RM4,850",9,A,A,A,A,A-,None,C+,C+,C+,None,C+,None,8,"; President MPPT6 (2023/2024)
; Tokoh Kepimpinan Tingkatan 6 (2024)
; Wakil Kawad Kadet Polis Peringkat Daerah (2018)
; Wakil Sofbol Peringkat Daerah (2017)
; Naib Setiausaha Pengawas Perpustakaan (2020/2021)",3.67,3.37,"Business, Management & Finance",Yes
2025/04/21 12:40:52 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A+,A+,A,None,A,A,B+,B+,None,None,9,"; Kangaroo Math Competition Cadet 
; Kangaroo Math Competition Junior 
; President of Japanese Language Club, joined JLFest 2020, JLFest 2019, JLFest 2018",3.85,3.7,Science & Mathematics,No
2025/04/21 12:52:18 PM GMT+8,,21,Male,Malaysian,"Below RM4,850",9,A+,A+,A,A+,A,None,A,A+,A+,A,None,None,9.98,"; Head Delegate at the ASEAN Model United Nations Conference 2024, Awarded Best Position Paper
; Champion of National Robotics Competition (MSSM), Led School Team to Victory 2023
; Vice President of Debate Club, Represented School in Piala Tunku Kurshiah Debate Competition 2022
; Lead Performer in Selangor Cultural Dance Troupe, Performed at National Kebudayaan Festival 2023
; Organized “Go Green Malaysia” Environmental Campaign 2022, Partnered with SWCorp and Reached Over 5,000 Students",3.96,4,Engineering,Yes
2025/04/21 1:00:24 PM GMT+8,,22,Female,Malaysian,"Below RM4,850",9,A+,A,A+,A+,A+,None,B+,B+,B+,B+,None,None,8,"; Students Leader Board Member
; Secretary of Police Cadet Unit
; President of RBT Club
; Second Runner-Up Malay debate
; Vice Director of Benchmarking Visit to RMC",4,3.88,Law / Legal Studies,No
2025/04/21 1:16:49 PM GMT+8,,22,Female,Malaysian,"RM4,851 - RM7,100",9,A+,A+,A+,A+,A+,None,A,B+,A-,B+,None,None,8.24,"; Gold Medalist in Pertandingan Bahas Piala Perdana Menteri 2020
; Gold Medalist in Pertandingan Bahas Piala Perdana Menteri 2019
; Daie Siber 2020
; Anugerah Nilam Peringkat Daerah 2019
; Champion in Japanese Language Storytelling 2019",4,3.75,Law / Legal Studies,Yes
2025/04/21 2:00:48 PM GMT+8,,22,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A,A,A,None,B,A,B,B+,None,None,7,"president of traditional club
secretary of hockey club
captain of cheerleader team
vice president of librarians 
gold award of physics program",3.87,3.76,"Business, Management & Finance",No
2025/04/21 2:36:35 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",10,A,A,A,A,A+,None,B+,A-,A-,B+,None,None,8,-,3.98,3.2,"Business, Management & Finance",Yes
2025/04/21 3:03:17 PM GMT+8,,23,Female,Malaysian,"RM7,101 - RM10,970",9,A,A+,A,B+,None,A,A+,A,A+,A+,None,None,8.03,"God medalist for world pipe band championships 2019
Represented Malaysia for taekwondo world championships 
",4,3.5,Others,No
2025/04/21 3:19:20 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",9,A+,A,A+,A+,A+,None,A,A+,A-,A,None,None,9.26,"Vice Captain Laksamana 2020-2021
Prefect 2020-2021
Bronze Medal in English Proficiency at PCCST Academic Festival and Science Fair 2018
Kadet Polis Kawalan Kehormatan 2019
TeenStar Challenge 2019 National Level, Modern Dancing",4,3.72,Computer Science & Information Technology,Yes
2025/04/21 3:38:44 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",9,B+,A,A+,A+,A+,None,A-,A-,B+,B+,None,None,10,"; Participant in World Robotic Olympiad 2020
; Participant in National Robotics Competition National Level 2019
; Award Winner in First Lego League 2018
; Award Winner in First Lego League 2017
; Participant in National Robotics Competition Putrajaya Level 2017",3,3.49,Computer Science & Information Technology,Yes
2025/04/21 4:46:37 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",8,A,C+,A-,A+,A+,None,B+,None,None,None,B+,None,9,"; Virtual Orienteering International 2021
; Boria Competition between Practicums 2021
; Member of Special Duties under the Computer Science Association Club 2023
; Hackaton of Data Science and Data Analysis 2024
; Technology Entrepreneurship Case Study Competition 2025",4,3.5,Computer Science & Information Technology,No
2025/04/21 6:39:30 PM GMT+8,,22,Female,Malaysian,"RM4,851 - RM7,100",9,A+,A,A+,A+,A+,None,A,A+,A+,A,None,None,8,"; Treasurer for MALECS (2024)
; OGX member for AIESEC (2024)
; Event coordinator for MALECS (2023)
; President for Election Commission KMB (2022)
; Bronze medal for Beaver Computational Thinking Competition (2021)",3.9,3.5,"Business, Management & Finance",Yes
2025/04/21 9:41:06 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",9,B,A,A-,A,A-,None,C+,B+,C,C,None,None,7,"; best Students for PT3
; Compete in National Chemistry Quiz
; President of Kelab Koperasi
; Joining Perkhemahan Unit Ko-Kurikulum in state Level (Selangor)
; First Runner Up for Pertandingan Kawad Kaki Peringkat Negeri (Selangor)
; First Runner Up for the best Board of Curriculum (school Level)",3.75,3.22,Computer Science & Information Technology,No
2025/04/21 10:14:43 PM GMT+8,,22,Female,Malaysian,"Below RM4,850",8,A,C+,A-,A,A-,None,C,None,None,None,A,None,7,"; Third place in Komsas Drama Competition 2019
; Participant in Vlog KMJ Competition  2020
; Entrepreneurship Committee in Club Prime Mover 2022
; Secretariat of Global Volunteer Mission To Sumatera 2023
; Secretariat of Program Semarak Siswa Madani 2023
; Participant of Program Mesra Rakyat",4,3.47,Science & Mathematics,No
2025/04/21 11:53:36 PM GMT+8,,20,Male,Malaysian,"RM10,971 - RM15,040",10,A-,A,A+,A,A+,None,A-,A,A,None,None,None,8,-,3.81,3.91,Computer Science & Information Technology,Yes
2025/04/22 12:04:17 AM GMT+8,,22,Male,Malaysian,"Below RM4,850",8,A+,A-,A-,A+,A+,None,A,A,A,A-,None,None,9,"Silver award in inovation competition at Bangkok, Thailand",3.96,3.5,Computer Science & Information Technology,No
2025/04/22 8:08:39 AM GMT+8,,21,Female,Malaysian,"Below RM4,850",9,A+,A,A,A+,A-,None,A+,A-,A-,None,A+,None,8.7,"; Gold Award, Karnival Sains dan Teknologi Islam, UiTM Dengkil (2023)
; Participated Kuiz Kimia Kebangsaan (2022)
; 6th place in Anugerah Nilam Peringkat Daerah Johor Bahru (2021)
; 1st place in Pertandingan Pidato Sekolah Menengah Peringkat Johor Bahru (2020)
; 3rd place in Pertandingan Bahas Ala Parlimen Bahasa Melayu Sekolah-sekolah Menengah Peringkat Daerah Johor Bahru (2020)",4,4,Computer Science & Information Technology,Yes
2025/04/22 5:01:26 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A,A+,A+,A+,A,None,A,A,A+,A,None,None,92,"; Gold Award for UTM International Bridge Competition 2019
; MNYSC Camp at UIA 2019",3.65,3.73,Computer Science & Information Technology,Yes
2025/04/22 8:42:10 PM GMT+8,,22,Female,Malaysian,"Below RM4,850",9,A,A-,A,A-,A,None,None,None,None,None,None,A,7.7,";captain of touch Rugby
-champion in hackathon
-President of ftsm Club
-Secretary for visscom Club
-participated in netball Tournament National Level",3.99,3.98,Computer Science & Information Technology,Yes
2025/04/22 9:37:32 PM GMT+8,,21,Male,Malaysian,"Below RM4,850",9,B+,C+,B+,A+,B+,None,A,None,None,None,A,B+,5,#VALUE!,3.82,3.61,Computer Science & Information Technology,No
2025/04/22 10:10:18 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",9,A-,C+,B,A,B+,None,E,None,None,None,A,B+,8,Football uitm united,3.54,3,Accounting,No
2025/04/22 11:28:35 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",11,A+,A,A+,A+,None,None,A-,B+,B+,B+,None,None,8,"; Vice President of football Club
; AJK Koperasi
; MTQ Peringkat Daerah",3.6,3.56,Computer Science & Information Technology,No
2025/04/23 8:16:50 AM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",11,A,A-,A+,A-,None,None,C,C,B,C,None,None,5,; Chess representative in National Competition,3.4,3.5,Computer Science & Information Technology,No
2025/04/23 9:26:33 AM GMT+8,,20,Male,Malaysian,"Below RM4,850",8,A,D,B+,E,A,None,None,None,None,None,B+,A,8.5,"-Gold in leadership
-Gold in Young Motivator Selection
-",3.7,2.92,Others,No
2025/04/24 8:36:02 PM GMT+8,,Others,Female,Malaysian,"Below RM4,850",11,A-,B+,A-,B+,None,None,C+,B,A-,B+,None,None,5,-,3.31,3.3,Computer Science & Information Technology,No
2025/05/01 6:29:07 AM GMT+8,,Others,Female,Malaysian,"RM7,101 - RM10,970",11,A-,A,B+,A+,None,None,C+,C+,D,E,None,None,5,None,3.92,3.82,Computer Science & Information Technology,Yes
2025/05/01 7:29:20 AM GMT+8,,Others,Female,Malaysian,"Below RM4,850",9,A-,A-,A+,A+,A+,None,A,A-,A-,B+,None,None,9.27,Gold in pertandingan silat,3.23,3.5,Computer Science & Information Technology,Yes
2025/05/01 7:57:02 AM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",9,A,A,A,A,A,None,B,B+,B+,B+,None,None,7,"; President of Debate club 2021
; President of Debate club 2022
; President of English club 2021
; Prefect
-Librarian",3.7,3.4,Computer Science & Information Technology,No
2025/05/01 8:10:11 AM GMT+8,,Others,Female,Malaysian,"Below RM4,850",7,B,C,C+,C+,B+,None,None,None,None,None,C+,None,8,none,3.25,3,Computer Science & Information Technology,No
2025/05/01 8:21:25 AM GMT+8,,20,Female,Malaysian,"RM7,101 - RM10,970",8,A-,A,A,A+,A-,None,B+,A,A-,None,None,None,4.2,none,3.81,3.2,Computer Science & Information Technology,Yes
2025/05/01 8:35:38 AM GMT+8,,23,Female,Malaysian,"Below RM4,850",9,A,B+,A,C,None,None,None,None,None,None,None,A,8,Volley peringkat daerah,3.3,2.4,Computer Science & Information Technology,Yes
2025/05/01 9:05:07 AM GMT+8,,Others,Female,Malaysian,"Below RM4,850",11,A,B,B+,A,None,None,B+,A-,B,B,None,None,5,none,3.89,3.78,Computer Science & Information Technology,No
2025/05/01 9:07:10 AM GMT+8,,22,Female,Malaysian,"Below RM4,850",10,A,B,A,A,A,None,D,C,C,None,None,None,8.9,"-Gold medalist STEM 2022
-Represented PKBM laut marching on Hari Merdeka 2021-2022
-Gold medalist in Merentas Desa 2020
-Second runner-up in 4x100 national
-MPP in role exco kebajikan 2021

",3.67,3.46,Computer Science & Information Technology,No
2025/05/01 9:14:35 AM GMT+8,,Others,Female,Malaysian,"Below RM4,850",10,A+,A-,A,A,A+,None,B+,C+,B+,A,None,None,8.35,-,3.63,3.58,"Business, Management & Finance",No
2025/05/01 9:16:04 AM GMT+8,,20,Female,Malaysian,"Below RM4,850",10,A+,B+,A+,A+,None,None,None,None,None,None,A+,A-,9,-,3.67,3.79,"Business, Management & Finance",No
2025/05/01 9:31:31 AM GMT+8,,Others,Female,Malaysian,"RM4,851 - RM7,100",9,A,A-,B+,A+,A,None,A-,B+,B,B+,None,None,7,none,3.4,3.7,Computer Science & Information Technology,Yes
2025/05/01 9:40:02 AM GMT+8,,20,Female,Malaysian,"RM10,971 - RM15,040",9,A-,A-,A,A+,A+,None,A-,B+,B+,C+,None,None,4,None,3.96,3.85,Computer Science & Information Technology,No
2025/05/01 9:52:33 AM GMT+8,,23,Female,Malaysian,"Below RM4,850",8,A,A,B+,B+,A+,A+,A+,A+,A+,A+,A+,A+,9,"captain for netball 
president for netball club 
",2.99,2.46,Computer Science & Information Technology,No
2025/05/01 9:58:32 AM GMT+8,,20,Male,Malaysian,"Below RM4,850",9,A-,B,A-,C,A,None,None,None,None,None,None,None,7.45,None,3.52,3.26,Computer Science & Information Technology,No
2025/05/01 10:00:20 AM GMT+8,,Others,Male,Malaysian,"Below RM4,850",9,B+,D,B+,A,B,None,C,None,None,None,D,None,8,silver medalist in state football team,3.46,3.4,Computer Science & Information Technology,No
2025/05/01 10:16:05 AM GMT+8,,22,Male,Malaysian,"Below RM4,850",11,B+,B,A-,B+,A,None,None,None,None,None,None,None,5,Kawad Kaki Sekolah,3,3.2,Computer Science & Information Technology,Yes
2025/05/01 10:22:21 AM GMT+8,,21,Male,Malaysian,"Below RM4,850",9,A,A-,A,A,A,None,B,B,B+,B,None,None,7.6,-,3.88,4,Computer Science & Information Technology,Yes
2025/05/01 10:30:11 AM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",9,A,A,A,A,A,None,C,B+,C,B,None,None,7,.,3.43,3.63,Computer Science & Information Technology,Yes
2025/05/01 10:32:47 AM GMT+8,,Others,Male,Malaysian,"Below RM4,850",9,B+,A,B+,A,A,None,A-,A,B+,B+,None,None,8,"; Bronze Medalist in SUKMA
; President of eco green club. Generate more than RM5k income for the Club through the sales of organic fertilizer",3.09,3.67,Computer Science & Information Technology,No
2025/05/01 10:38:55 AM GMT+8,,20,Female,Malaysian,"Below RM4,850",9,A,A-,A-,A,A+,None,C+,C+,C+,C+,None,None,10,Third place in Netball state competition ,3.59,3.39,Computer Science & Information Technology,No
2025/05/01 10:50:36 AM GMT+8,,Others,Female,Malaysian,"RM4,851 - RM7,100",9,A,A,A,A,A,None,C,C+,B,C,None,None,9.32,"; National Science Challenge
; Forum Remaja Sekolah
; green Maker Challenge
; My Digital Maker Fair
; Bahas Bahasa Melayu Ala Parlimen",3.26,3.26,Science & Mathematics,No
2025/05/01 10:51:45 AM GMT+8,,22,Female,Malaysian,"Below RM4,850",9,A-,A,B+,A,A+,None,C+,B,C+,None,None,None,7.5,"-Exco Tugas Tugas Khas MMCS Club (2023/2024)
-Exco Multimedia MMCS Club (2024/2025)",3.33,3.3,Computer Science & Information Technology,No
2025/05/01 10:53:18 AM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",8,A,A,A,A+,A,None,C+,A-,B+,B+,None,None,7,None,3.8,3.56,Computer Science & Information Technology,No
2025/05/01 11:09:58 AM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A,B+,A,A,A+,None,A-,A,A,A-,None,None,8.95,-,3.78,3.89,Computer Science & Information Technology,No
2025/05/01 11:17:46 AM GMT+8,,22,Male,Malaysian,"Above RM15,040",10,B+,B+,A,A+,A+,A+,B,B+,C+,B,A+,A+,8,Medal in Kangaro Ollimpiad Mathematics ,3.78,3.54,Computer Science & Information Technology,No
2025/05/01 11:32:15 AM GMT+8,,Others,Female,Malaysian,"Below RM4,850",9,A,B,A-,C+,B+,None,None,None,None,None,None,None,8,none .,2.78,3.54,Computer Science & Information Technology,No
2025/05/01 11:39:26 AM GMT+8,,Others,Male,Malaysian,"Below RM4,850",9,A-,C,A-,A,A,None,B,A,B+,B,None,None,8.5,Silver medal for STEM carnival,3.78,2.89,Computer Science & Information Technology,No
2025/05/01 11:42:13 AM GMT+8,,Others,Female,Malaysian,"RM10,971 - RM15,040",9,A-,A-,A,A,A,None,D,C+,C,None,None,None,8.26,-,3.85,2.72,Computer Science & Information Technology,No
2025/05/01 12:12:14 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",10,A,A,A-,A,A,None,D,C+,D,B,None,None,8,";Leader of peer assistance learning for physics subject in matriculation
-volunteer for KAKOM matriculation",3.54,3.76,Computer Science & Information Technology,Yes
2025/05/01 12:51:21 PM GMT+8,,23,Female,Malaysian,"RM4,851 - RM7,100",9,A,C+,A,C,A,A,E,C,C,C,B+,A,9,"; Gold Medalist in the International Mathematics Olympiad (IMO) 2023
; President of the Science & Innovation Club, Organized National STEM Fair 2022
; Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship",2.71,2.33,Computer Science & Information Technology,No
2025/05/01 12:52:18 PM GMT+8,,23,Female,Malaysian,"Below RM4,850",9,A,A,B+,A+,A+,None,D,C+,C,C,None,None,5,; International camping,3.2,3.11,Computer Science & Information Technology,No
2025/05/01 12:58:08 PM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",7,A,A,A,A,A,A,None,None,None,None,B+,None,6,None,2.89,3,Computer Science & Information Technology,No
2025/05/01 12:59:15 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",9,A+,A,A-,A+,A+,None,A,A,A+,A,None,None,7.8,"; Silver Award in Starzak Brain Expo 2020 in MRSM TAR
; Treasurer of Handcrafted Club 2020
; Treasurer of Badminton Club in 2021
; Merit Award in Kuiz Kimia Antarabangsa in 2020",3.45,4,Computer Science & Information Technology,Yes
2025/05/01 1:06:41 PM GMT+8,,20,Female,Malaysian,"Below RM4,850",11,A,B,A-,A,None,None,D,C,D,C,None,None,5,No answer,3.82,3.63,Computer Science & Information Technology,No
2025/05/01 1:08:07 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",9,A-,A-,B+,A,A-,None,A-,B+,B,B+,None,None,8,No,3.01,3.27,Computer Science & Information Technology,No
2025/05/01 1:12:03 PM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",9,A-,A,B+,B+,A-,B+,A-,A,A,B+,None,None,8,; President of Cyberlens Club 2021,3.2,2.65,Computer Science & Information Technology,No
2025/05/01 1:24:18 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",9,A+,A-,A-,A+,A+,None,C,C+,C,C+,None,None,8.97,";  President of Brassband UiTM Perak, Tapah Campus 23/24
; Champion in Malaysian International Marching Art Competition (MIMAC) 2024 for Colorguard Ensemble
; Overall Champion in UiTM Marching Band Competion (UMBC) 2024
; Champion in National Band Competition (Natcomp) 2023 for Colorguard Ensemble
; 1st Place in Competition 3R Interclub Innovation Challenge 2023
",3.68,3.65,Computer Science & Information Technology,Yes
2025/05/01 1:26:46 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",9,A,A,A,A,A,None,B,C+,B,B+,None,None,8.7,"5th Place Winner in STEM Competition 2018 (National Level)

Assistant President of the STEM Club

Assistant House Team President (Primary School Level)

Secretary of the Peer Support Club (PRS – Pembimbing Rakan Sebaya)

Mathematics Competition Winner (Primary School Level)",3.66,3.37,Computer Science & Information Technology,Yes
